contratacion_id,empresa_id,empresa,anio,mes,mes_nombre,trimestre,rol,candidatos_recibidos,entrevistados,ofertas_enviadas,contratados,tasa_conversion_pct,tiempo_contratacion_dias,fuente_principal
CNT02061,E09,Deintec,2024,5,May,Q2,Frontend Developer,26,11,3,2,7.69,61,Referidos
CNT02062,E09,Deintec,2024,5,May,Q2,Full Stack Developer,5,1,1,0,0.0,22,Universidad UANL/ITESM
CNT02063,E09,Deintec,2024,5,May,Q2,DevOps Engineer,36,10,3,2,5.56,21,Universidad UANL/ITESM
CNT02064,E09,Deintec,2024,5,May,Q2,Cloud Architect,24,9,2,1,4.17,46,LinkedIn
CNT02065,E09,Deintec,2024,5,May,Q2,Scrum Master,13,4,1,0,0.0,61,OCC Mundial
CNT02066,E09,Deintec,2024,5,May,Q2,Project Manager,5,1,1,0,0.0,18,OCC Mundial
CNT02067,E09,Deintec,2024,5,May,Q2,Cybersecurity Analyst,5,2,1,0,0.0,38,Referidos
CNT02068,E09,Deintec,2024,6,June,Q2,Data Analyst,12,5,1,0,0.0,29,LinkedIn
CNT02069,E09,Deintec,2024,6,June,Q2,Software Developer,108,32,8,5,4.63,61,Glassdoor
CNT02070,E09,Deintec,2024,6,June,Q2,Backend Developer,75,24,6,4,5.33,21,Universidad UANL/ITESM
CNT02071,E09,Deintec,2024,6,June,Q2,Frontend Developer,8,3,1,0,0.0,44,Referidos
CNT02072,E09,Deintec,2024,6,June,Q2,Full Stack Developer,65,28,6,3,4.62,64,LinkedIn
CNT02073,E09,Deintec,2024,6,June,Q2,DevOps Engineer,9,3,1,0,0.0,46,OCC Mundial
CNT02074,E09,Deintec,2024,6,June,Q2,Cloud Architect,8,2,1,0,0.0,41,Referidos
CNT02075,E09,Deintec,2024,6,June,Q2,Scrum Master,30,8,2,1,3.33,34,LinkedIn
CNT02076,E09,Deintec,2024,6,June,Q2,Project Manager,10,3,1,0,0.0,18,Universidad UANL/ITESM
CNT02077,E09,Deintec,2024,6,June,Q2,Cybersecurity Analyst,44,18,7,6,13.64,60,Glassdoor
CNT02078,E09,Deintec,2024,7,July,Q3,Data Analyst,32,13,4,2,6.25,36,Universidad UANL/ITESM
CNT02079,E09,Deintec,2024,7,July,Q3,Software Developer,42,13,2,1,2.38,57,Universidad UANL/ITESM
CNT02080,E09,Deintec,2024,7,July,Q3,Backend Developer,30,8,2,1,3.33,50,Referidos
CNT02081,E09,Deintec,2024,7,July,Q3,Frontend Developer,42,13,2,1,2.38,34,Csoftmty Jobs
CNT02082,E09,Deintec,2024,7,July,Q3,Full Stack Developer,48,17,4,3,6.25,42,LinkedIn
CNT02083,E09,Deintec,2024,7,July,Q3,DevOps Engineer,34,10,2,1,2.94,64,Referidos
CNT02084,E09,Deintec,2024,7,July,Q3,Cloud Architect,27,7,1,0,0.0,44,OCC Mundial
CNT02085,E09,Deintec,2024,7,July,Q3,Scrum Master,36,15,3,2,5.56,32,LinkedIn
CNT02086,E09,Deintec,2024,7,July,Q3,Project Manager,36,11,2,1,2.78,62,LinkedIn
CNT02087,E09,Deintec,2024,7,July,Q3,Cybersecurity Analyst,28,11,2,1,3.57,31,LinkedIn
CNT02088,E09,Deintec,2024,8,August,Q3,Data Analyst,75,22,5,3,4.0,41,OCC Mundial
CNT02089,E09,Deintec,2024,8,August,Q3,Software Developer,56,23,4,2,3.57,57,LinkedIn
CNT02090,E09,Deintec,2024,8,August,Q3,Backend Developer,57,17,6,3,5.26,44,LinkedIn
CNT02091,E09,Deintec,2024,8,August,Q3,Frontend Developer,64,16,6,3,4.69,59,LinkedIn
CNT02092,E09,Deintec,2024,8,August,Q3,Full Stack Developer,52,21,5,3,5.77,32,OCC Mundial
CNT02093,E09,Deintec,2024,8,August,Q3,DevOps Engineer,45,13,5,4,8.89,32,LinkedIn
CNT02094,E09,Deintec,2024,8,August,Q3,Cloud Architect,14,5,1,0,0.0,28,LinkedIn
CNT02095,E09,Deintec,2024,8,August,Q3,Scrum Master,40,11,3,2,5.0,20,OCC Mundial
CNT02096,E09,Deintec,2024,8,August,Q3,Project Manager,5,2,1,0,0.0,47,Referidos
CNT02097,E09,Deintec,2024,8,August,Q3,Cybersecurity Analyst,56,23,8,6,10.71,56,LinkedIn
CNT02098,E09,Deintec,2024,9,September,Q3,Data Analyst,36,14,3,2,5.56,61,LinkedIn
CNT02099,E09,Deintec,2024,9,September,Q3,Software Developer,108,37,8,6,5.56,42,Referidos
CNT02100,E09,Deintec,2024,9,September,Q3,Backend Developer,45,12,3,2,4.44,20,OCC Mundial
CNT02101,E09,Deintec,2024,9,September,Q3,Frontend Developer,20,8,2,1,5.0,38,Glassdoor
CNT02102,E09,Deintec,2024,9,September,Q3,Full Stack Developer,30,8,1,0,0.0,37,OCC Mundial
CNT02103,E09,Deintec,2024,9,September,Q3,DevOps Engineer,5,1,1,0,0.0,33,Referidos
CNT02104,E09,Deintec,2024,9,September,Q3,Cloud Architect,38,11,2,1,2.63,64,LinkedIn
CNT02105,E09,Deintec,2024,9,September,Q3,Scrum Master,11,2,1,0,0.0,24,Referidos
CNT02106,E09,Deintec,2024,9,September,Q3,Project Manager,15,6,1,0,0.0,37,LinkedIn
CNT02107,E09,Deintec,2024,9,September,Q3,Cybersecurity Analyst,10,3,1,0,0.0,32,OCC Mundial
CNT02108,E09,Deintec,2024,10,October,Q4,Data Analyst,128,41,9,6,4.69,46,Referidos
CNT02109,E09,Deintec,2024,10,October,Q4,Software Developer,198,62,18,11,5.56,52,OCC Mundial
CNT02110,E09,Deintec,2024,10,October,Q4,Backend Developer,12,3,1,0,0.0,24,LinkedIn
CNT02111,E09,Deintec,2024,10,October,Q4,Frontend Developer,20,6,1,0,0.0,40,Glassdoor
CNT02112,E09,Deintec,2024,10,October,Q4,Full Stack Developer,12,5,1,0,0.0,58,Glassdoor
CNT02113,E09,Deintec,2024,10,October,Q4,DevOps Engineer,15,5,1,0,0.0,20,LinkedIn
CNT02114,E09,Deintec,2024,10,October,Q4,Cloud Architect,45,14,4,3,6.67,47,LinkedIn
CNT02115,E09,Deintec,2024,10,October,Q4,Scrum Master,20,7,2,1,5.0,59,LinkedIn
CNT02116,E09,Deintec,2024,10,October,Q4,Project Manager,18,6,1,0,0.0,24,OCC Mundial
CNT02117,E09,Deintec,2024,10,October,Q4,Cybersecurity Analyst,8,2,1,0,0.0,44,OCC Mundial
CNT02118,E09,Deintec,2024,11,November,Q4,Data Analyst,52,21,6,4,7.69,38,Csoftmty Jobs
CNT02119,E09,Deintec,2024,11,November,Q4,Software Developer,27,10,2,1,3.7,59,Csoftmty Jobs
CNT02120,E09,Deintec,2024,11,November,Q4,Backend Developer,26,8,1,0,0.0,35,OCC Mundial
CNT02121,E09,Deintec,2024,11,November,Q4,Frontend Developer,30,12,4,3,10.0,43,LinkedIn
CNT02122,E09,Deintec,2024,11,November,Q4,Full Stack Developer,28,12,3,2,7.14,28,Referidos
CNT02123,E09,Deintec,2024,11,November,Q4,DevOps Engineer,5,2,1,0,0.0,60,LinkedIn
CNT02124,E09,Deintec,2024,11,November,Q4,Cloud Architect,36,14,3,2,5.56,41,Referidos
CNT02125,E09,Deintec,2024,11,November,Q4,Scrum Master,18,6,1,0,0.0,20,Glassdoor
CNT02126,E09,Deintec,2024,11,November,Q4,Project Manager,51,17,5,3,5.88,51,OCC Mundial
CNT02127,E09,Deintec,2024,11,November,Q4,Cybersecurity Analyst,30,13,3,1,3.33,52,LinkedIn
CNT02128,E09,Deintec,2024,12,December,Q4,Data Analyst,10,3,1,0,0.0,19,OCC Mundial
CNT02129,E09,Deintec,2024,12,December,Q4,Software Developer,48,17,5,3,6.25,18,LinkedIn
CNT02130,E09,Deintec,2024,12,December,Q4,Backend Developer,60,15,4,3,5.0,36,Glassdoor
CNT02131,E09,Deintec,2024,12,December,Q4,Frontend Developer,10,4,1,0,0.0,44,LinkedIn
CNT02132,E09,Deintec,2024,12,December,Q4,Full Stack Developer,76,22,8,4,5.26,47,Csoftmty Jobs
CNT02133,E09,Deintec,2024,12,December,Q4,DevOps Engineer,42,16,4,3,7.14,56,Csoftmty Jobs
CNT02134,E09,Deintec,2024,12,December,Q4,Cloud Architect,8,2,1,0,0.0,48,OCC Mundial
CNT02135,E09,Deintec,2024,12,December,Q4,Scrum Master,48,21,7,5,10.42,46,LinkedIn
CNT02136,E09,Deintec,2024,12,December,Q4,Project Manager,32,12,2,1,3.12,21,Referidos
CNT02137,E09,Deintec,2024,12,December,Q4,Cybersecurity Analyst,28,11,2,1,3.57,32,OCC Mundial
CNT02138,E10,Axsis Tecnología,2023,1,January,Q1,Data Analyst,18,6,1,0,0.0,44,LinkedIn
CNT02139,E10,Axsis Tecnología,2023,1,January,Q1,Software Developer,70,22,7,5,7.14,59,LinkedIn
CNT02140,E10,Axsis Tecnología,2023,1,January,Q1,Backend Developer,27,8,3,1,3.7,52,Glassdoor
CNT02141,E10,Axsis Tecnología,2023,1,January,Q1,Frontend Developer,18,5,1,0,0.0,38,Universidad UANL/ITESM
CNT02142,E10,Axsis Tecnología,2023,1,January,Q1,Full Stack Developer,30,12,3,1,3.33,55,OCC Mundial
CNT02143,E10,Axsis Tecnología,2023,1,January,Q1,DevOps Engineer,9,3,1,0,0.0,48,Referidos
CNT02144,E10,Axsis Tecnología,2023,1,January,Q1,Cloud Architect,36,11,4,2,5.56,33,Glassdoor
CNT02145,E10,Axsis Tecnología,2023,1,January,Q1,Scrum Master,14,4,1,0,0.0,58,OCC Mundial
CNT02146,E10,Axsis Tecnología,2023,1,January,Q1,Project Manager,18,5,1,0,0.0,18,LinkedIn
CNT02147,E10,Axsis Tecnología,2023,1,January,Q1,Cybersecurity Analyst,54,19,5,4,7.41,49,Csoftmty Jobs
CNT02148,E10,Axsis Tecnología,2023,2,February,Q1,Data Analyst,72,28,10,7,9.72,29,LinkedIn
CNT02149,E10,Axsis Tecnología,2023,2,February,Q1,Software Developer,96,36,10,7,7.29,19,Referidos
CNT02150,E10,Axsis Tecnología,2023,2,February,Q1,Backend Developer,28,11,2,1,3.57,29,LinkedIn
CNT02151,E10,Axsis Tecnología,2023,2,February,Q1,Frontend Developer,24,7,1,0,0.0,59,OCC Mundial
CNT02152,E10,Axsis Tecnología,2023,2,February,Q1,Full Stack Developer,56,23,7,4,7.14,46,LinkedIn
CNT02153,E10,Axsis Tecnología,2023,2,February,Q1,DevOps Engineer,27,8,1,0,0.0,50,OCC Mundial
CNT02154,E10,Axsis Tecnología,2023,2,February,Q1,Cloud Architect,12,4,1,0,0.0,53,OCC Mundial
CNT02155,E10,Axsis Tecnología,2023,2,February,Q1,Scrum Master,12,4,1,0,0.0,58,OCC Mundial
CNT02156,E10,Axsis Tecnología,2023,2,February,Q1,Project Manager,5,1,1,0,0.0,26,Referidos
CNT02157,E10,Axsis Tecnología,2023,3,March,Q1,Data Analyst,28,9,2,1,3.57,18,LinkedIn
CNT02158,E10,Axsis Tecnología,2023,3,March,Q1,Software Developer,52,20,6,4,7.69,47,LinkedIn
CNT02159,E10,Axsis Tecnología,2023,3,March,Q1,Backend Developer,11,3,1,0,0.0,48,Csoftmty Jobs
CNT02160,E10,Axsis Tecnología,2023,3,March,Q1,Frontend Developer,11,4,1,0,0.0,47,Referidos
CNT02161,E10,Axsis Tecnología,2023,3,March,Q1,Full Stack Developer,32,13,4,2,6.25,61,LinkedIn
CNT02162,E10,Axsis Tecnología,2023,3,March,Q1,DevOps Engineer,20,6,1,0,0.0,28,LinkedIn
CNT02163,E10,Axsis Tecnología,2023,3,March,Q1,Cloud Architect,22,8,1,0,0.0,58,Universidad UANL/ITESM
CNT02164,E10,Axsis Tecnología,2023,3,March,Q1,Scrum Master,19,6,1,0,0.0,56,Csoftmty Jobs
CNT02165,E10,Axsis Tecnología,2023,3,March,Q1,Project Manager,16,4,1,0,0.0,56,LinkedIn
CNT02166,E10,Axsis Tecnología,2023,3,March,Q1,Cybersecurity Analyst,5,2,1,0,0.0,57,Referidos
CNT02167,E10,Axsis Tecnología,2023,4,April,Q2,Data Analyst,39,15,3,1,2.56,23,LinkedIn
CNT02168,E10,Axsis Tecnología,2023,4,April,Q2,Software Developer,90,24,7,4,4.44,58,Csoftmty Jobs
CNT02169,E10,Axsis Tecnología,2023,4,April,Q2,Backend Developer,60,17,5,3,5.0,56,LinkedIn
CNT02170,E10,Axsis Tecnología,2023,4,April,Q2,Frontend Developer,13,5,1,0,0.0,58,Glassdoor
CNT02171,E10,Axsis Tecnología,2023,4,April,Q2,Full Stack Developer,12,4,1,0,0.0,26,OCC Mundial
CNT02172,E10,Axsis Tecnología,2023,4,April,Q2,Cloud Architect,5,1,1,0,0.0,31,Referidos
CNT02173,E10,Axsis Tecnología,2023,4,April,Q2,Scrum Master,5,1,1,0,0.0,20,Csoftmty Jobs
CNT02174,E10,Axsis Tecnología,2023,4,April,Q2,Project Manager,32,11,3,2,6.25,40,OCC Mundial
CNT02175,E10,Axsis Tecnología,2023,5,May,Q2,Data Analyst,12,3,1,0,0.0,50,LinkedIn
CNT02176,E10,Axsis Tecnología,2023,5,May,Q2,Software Developer,114,39,7,5,4.39,43,LinkedIn
CNT02177,E10,Axsis Tecnología,2023,5,May,Q2,Backend Developer,40,13,3,2,5.0,38,OCC Mundial
CNT02178,E10,Axsis Tecnología,2023,5,May,Q2,Frontend Developer,30,10,3,1,3.33,55,LinkedIn
CNT02179,E10,Axsis Tecnología,2023,5,May,Q2,Full Stack Developer,14,5,1,0,0.0,43,LinkedIn
CNT02180,E10,Axsis Tecnología,2023,5,May,Q2,DevOps Engineer,5,1,1,0,0.0,41,LinkedIn
CNT02181,E10,Axsis Tecnología,2023,5,May,Q2,Cloud Architect,18,7,2,1,5.56,21,LinkedIn
CNT02182,E10,Axsis Tecnología,2023,5,May,Q2,Scrum Master,5,1,1,0,0.0,38,LinkedIn
CNT02183,E10,Axsis Tecnología,2023,5,May,Q2,Project Manager,5,1,1,0,0.0,30,OCC Mundial
CNT02184,E10,Axsis Tecnología,2023,6,June,Q2,Data Analyst,60,26,8,7,11.67,30,Glassdoor
CNT02185,E10,Axsis Tecnología,2023,6,June,Q2,Software Developer,114,48,15,9,7.89,62,LinkedIn
CNT02186,E10,Axsis Tecnología,2023,6,June,Q2,Backend Developer,28,11,4,2,7.14,38,LinkedIn
CNT02187,E10,Axsis Tecnología,2023,6,June,Q2,Frontend Developer,20,6,2,1,5.0,45,OCC Mundial
CNT02188,E10,Axsis Tecnología,2023,6,June,Q2,Full Stack Developer,64,28,10,7,10.94,64,Csoftmty Jobs
CNT02189,E10,Axsis Tecnología,2023,6,June,Q2,DevOps Engineer,28,9,2,1,3.57,22,OCC Mundial
CNT02190,E10,Axsis Tecnología,2023,6,June,Q2,Cloud Architect,5,1,1,0,0.0,57,OCC Mundial
CNT02191,E10,Axsis Tecnología,2023,6,June,Q2,Scrum Master,5,1,1,0,0.0,33,LinkedIn
CNT02192,E10,Axsis Tecnología,2023,6,June,Q2,Project Manager,27,11,2,1,3.7,27,OCC Mundial
CNT02193,E10,Axsis Tecnología,2023,7,July,Q3,Data Analyst,20,7,1,0,0.0,44,Csoftmty Jobs
CNT02194,E10,Axsis Tecnología,2023,7,July,Q3,Software Developer,48,13,5,3,6.25,40,LinkedIn
CNT02195,E10,Axsis Tecnología,2023,7,July,Q3,Backend Developer,16,5,1,0,0.0,56,LinkedIn
CNT02196,E10,Axsis Tecnología,2023,7,July,Q3,Frontend Developer,18,7,2,1,5.56,26,LinkedIn
CNT02197,E10,Axsis Tecnología,2023,7,July,Q3,Full Stack Developer,95,37,9,7,7.37,43,LinkedIn
CNT02198,E10,Axsis Tecnología,2023,7,July,Q3,DevOps Engineer,20,8,2,1,5.0,53,LinkedIn
CNT02199,E10,Axsis Tecnología,2023,7,July,Q3,Cloud Architect,17,4,1,0,0.0,38,Csoftmty Jobs
CNT02200,E10,Axsis Tecnología,2023,7,July,Q3,Scrum Master,17,5,1,0,0.0,59,Csoftmty Jobs
CNT02201,E10,Axsis Tecnología,2023,7,July,Q3,Project Manager,8,2,1,0,0.0,27,OCC Mundial
CNT02202,E10,Axsis Tecnología,2023,7,July,Q3,Cybersecurity Analyst,10,2,1,0,0.0,37,LinkedIn
CNT02203,E10,Axsis Tecnología,2023,8,August,Q3,Data Analyst,13,5,1,0,0.0,48,OCC Mundial
CNT02204,E10,Axsis Tecnología,2023,8,August,Q3,Software Developer,108,28,6,5,4.63,35,LinkedIn
CNT02205,E10,Axsis Tecnología,2023,8,August,Q3,Backend Developer,30,11,4,2,6.67,40,LinkedIn
CNT02206,E10,Axsis Tecnología,2023,8,August,Q3,Frontend Developer,39,14,5,4,10.26,21,Csoftmty Jobs
CNT02207,E10,Axsis Tecnología,2023,8,August,Q3,Full Stack Developer,16,6,1,0,0.0,52,LinkedIn
CNT02208,E10,Axsis Tecnología,2023,8,August,Q3,DevOps Engineer,5,1,1,0,0.0,42,Glassdoor
CNT02209,E10,Axsis Tecnología,2023,8,August,Q3,Cloud Architect,11,3,1,0,0.0,35,LinkedIn
CNT02210,E10,Axsis Tecnología,2023,8,August,Q3,Scrum Master,10,3,1,0,0.0,52,LinkedIn
CNT02211,E10,Axsis Tecnología,2023,8,August,Q3,Project Manager,5,1,1,0,0.0,29,OCC Mundial
CNT02212,E10,Axsis Tecnología,2023,8,August,Q3,Cybersecurity Analyst,64,28,6,4,6.25,34,Universidad UANL/ITESM
CNT02213,E10,Axsis Tecnología,2023,9,September,Q3,Data Analyst,36,15,5,3,8.33,63,Referidos
CNT02214,E10,Axsis Tecnología,2023,9,September,Q3,Software Developer,75,29,7,4,5.33,25,OCC Mundial
CNT02215,E10,Axsis Tecnología,2023,9,September,Q3,Backend Developer,60,24,7,5,8.33,50,LinkedIn
CNT02216,E10,Axsis Tecnología,2023,9,September,Q3,Frontend Developer,26,10,2,1,3.85,36,LinkedIn
CNT02217,E10,Axsis Tecnología,2023,9,September,Q3,Full Stack Developer,32,11,2,1,3.12,21,LinkedIn
CNT02218,E10,Axsis Tecnología,2023,9,September,Q3,DevOps Engineer,48,14,5,3,6.25,55,Glassdoor
CNT02219,E10,Axsis Tecnología,2023,9,September,Q3,Scrum Master,5,2,1,0,0.0,60,Referidos
CNT02220,E10,Axsis Tecnología,2023,9,September,Q3,Project Manager,32,13,2,1,3.12,39,OCC Mundial
CNT02221,E10,Axsis Tecnología,2023,9,September,Q3,Cybersecurity Analyst,26,8,2,1,3.85,18,LinkedIn
CNT02222,E10,Axsis Tecnología,2023,10,October,Q4,Data Analyst,32,8,2,1,3.12,47,LinkedIn
CNT02223,E10,Axsis Tecnología,2023,10,October,Q4,Software Developer,28,7,2,1,3.57,47,LinkedIn
CNT02224,E10,Axsis Tecnología,2023,10,October,Q4,Backend Developer,30,10,3,1,3.33,64,Referidos
CNT02225,E10,Axsis Tecnología,2023,10,October,Q4,Frontend Developer,17,5,1,0,0.0,20,Csoftmty Jobs
CNT02226,E10,Axsis Tecnología,2023,10,October,Q4,Full Stack Developer,11,4,1,0,0.0,31,LinkedIn
CNT02227,E10,Axsis Tecnología,2023,10,October,Q4,DevOps Engineer,28,10,2,1,3.57,24,Universidad UANL/ITESM
CNT02228,E10,Axsis Tecnología,2023,10,October,Q4,Cloud Architect,13,4,1,0,0.0,50,LinkedIn
CNT02229,E10,Axsis Tecnología,2023,10,October,Q4,Scrum Master,30,9,2,1,3.33,35,OCC Mundial
CNT02230,E10,Axsis Tecnología,2023,10,October,Q4,Cybersecurity Analyst,64,24,7,5,7.81,50,Csoftmty Jobs
CNT02231,E10,Axsis Tecnología,2023,11,November,Q4,Data Analyst,68,17,6,4,5.88,45,LinkedIn
CNT02232,E10,Axsis Tecnología,2023,11,November,Q4,Software Developer,24,9,3,2,8.33,24,LinkedIn
CNT02233,E10,Axsis Tecnología,2023,11,November,Q4,Backend Developer,72,30,7,4,5.56,32,LinkedIn
CNT02234,E10,Axsis Tecnología,2023,11,November,Q4,Frontend Developer,42,17,6,4,9.52,23,Glassdoor
CNT02235,E10,Axsis Tecnología,2023,11,November,Q4,Full Stack Developer,76,32,11,6,7.89,18,Csoftmty Jobs
CNT02236,E10,Axsis Tecnología,2023,11,November,Q4,DevOps Engineer,44,13,4,2,4.55,42,Universidad UANL/ITESM
CNT02237,E10,Axsis Tecnología,2023,11,November,Q4,Cloud Architect,22,8,2,1,4.55,62,Referidos
CNT02238,E10,Axsis Tecnología,2023,11,November,Q4,Scrum Master,33,8,2,1,3.03,24,OCC Mundial
CNT02239,E10,Axsis Tecnología,2023,11,November,Q4,Project Manager,38,13,2,1,2.63,28,LinkedIn
CNT02240,E10,Axsis Tecnología,2023,11,November,Q4,Cybersecurity Analyst,9,2,1,0,0.0,44,OCC Mundial
CNT02241,E10,Axsis Tecnología,2023,12,December,Q4,Data Analyst,20,8,1,0,0.0,56,Glassdoor
CNT02242,E10,Axsis Tecnología,2023,12,December,Q4,Software Developer,119,40,12,9,7.56,23,LinkedIn
CNT02243,E10,Axsis Tecnología,2023,12,December,Q4,Backend Developer,8,2,1,0,0.0,64,OCC Mundial
CNT02244,E10,Axsis Tecnología,2023,12,December,Q4,Frontend Developer,32,10,3,2,6.25,38,Referidos
CNT02245,E10,Axsis Tecnología,2023,12,December,Q4,Full Stack Developer,48,12,4,2,4.17,58,OCC Mundial
CNT02246,E10,Axsis Tecnología,2023,12,December,Q4,DevOps Engineer,15,5,1,0,0.0,31,LinkedIn
CNT02247,E10,Axsis Tecnología,2023,12,December,Q4,Cloud Architect,5,1,1,0,0.0,64,OCC Mundial
CNT02248,E10,Axsis Tecnología,2023,12,December,Q4,Scrum Master,24,6,1,0,0.0,41,Csoftmty Jobs
CNT02249,E10,Axsis Tecnología,2023,12,December,Q4,Project Manager,18,4,1,0,0.0,48,LinkedIn
CNT02250,E10,Axsis Tecnología,2023,12,December,Q4,Cybersecurity Analyst,5,1,1,0,0.0,59,Glassdoor
CNT02251,E10,Axsis Tecnología,2024,1,January,Q1,Data Analyst,36,15,3,2,5.56,28,Csoftmty Jobs
CNT02252,E10,Axsis Tecnología,2024,1,January,Q1,Software Developer,90,29,9,5,5.56,62,OCC Mundial
CNT02253,E10,Axsis Tecnología,2024,1,January,Q1,Backend Developer,33,11,2,1,3.03,48,LinkedIn
CNT02254,E10,Axsis Tecnología,2024,1,January,Q1,Frontend Developer,14,5,1,0,0.0,25,LinkedIn
CNT02255,E10,Axsis Tecnología,2024,1,January,Q1,Full Stack Developer,22,5,1,0,0.0,19,Referidos
CNT02256,E10,Axsis Tecnología,2024,1,January,Q1,DevOps Engineer,32,8,2,1,3.12,59,LinkedIn
CNT02257,E10,Axsis Tecnología,2024,1,January,Q1,Cloud Architect,16,5,1,0,0.0,24,LinkedIn
CNT02258,E10,Axsis Tecnología,2024,1,January,Q1,Scrum Master,54,24,7,4,7.41,57,LinkedIn
CNT02259,E10,Axsis Tecnología,2024,1,January,Q1,Project Manager,20,8,2,1,5.0,22,OCC Mundial
CNT02260,E10,Axsis Tecnología,2024,1,January,Q1,Cybersecurity Analyst,30,10,3,2,6.67,30,LinkedIn
CNT02261,E10,Axsis Tecnología,2024,2,February,Q1,Data Analyst,10,4,1,0,0.0,37,LinkedIn
CNT02262,E10,Axsis Tecnología,2024,2,February,Q1,Software Developer,160,47,12,8,5.0,60,LinkedIn
CNT02263,E10,Axsis Tecnología,2024,2,February,Q1,Backend Developer,72,30,8,5,6.94,33,Csoftmty Jobs
CNT02264,E10,Axsis Tecnología,2024,2,February,Q1,Frontend Developer,13,5,1,0,0.0,20,OCC Mundial
CNT02265,E10,Axsis Tecnología,2024,2,February,Q1,Full Stack Developer,85,30,9,5,5.88,30,LinkedIn
CNT02266,E10,Axsis Tecnología,2024,2,February,Q1,DevOps Engineer,17,6,1,0,0.0,57,LinkedIn
CNT02267,E10,Axsis Tecnología,2024,2,February,Q1,Cloud Architect,17,4,1,0,0.0,37,Referidos
CNT02268,E10,Axsis Tecnología,2024,2,February,Q1,Scrum Master,5,1,1,0,0.0,46,LinkedIn
CNT02269,E10,Axsis Tecnología,2024,2,February,Q1,Cybersecurity Analyst,20,5,1,0,0.0,61,LinkedIn
CNT02270,E10,Axsis Tecnología,2024,3,March,Q1,Data Analyst,76,27,7,5,6.58,45,Glassdoor
CNT02271,E10,Axsis Tecnología,2024,3,March,Q1,Software Developer,52,23,4,2,3.85,36,Universidad UANL/ITESM
CNT02272,E10,Axsis Tecnología,2024,3,March,Q1,Backend Developer,28,9,2,1,3.57,64,LinkedIn
CNT02273,E10,Axsis Tecnología,2024,3,March,Q1,Frontend Developer,5,2,1,0,0.0,55,Referidos
CNT02274,E10,Axsis Tecnología,2024,3,March,Q1,Full Stack Developer,54,18,5,3,5.56,35,LinkedIn
CNT02275,E10,Axsis Tecnología,2024,3,March,Q1,DevOps Engineer,9,2,1,0,0.0,46,Universidad UANL/ITESM
CNT02276,E10,Axsis Tecnología,2024,3,March,Q1,Cloud Architect,19,6,2,1,5.26,28,OCC Mundial
CNT02277,E10,Axsis Tecnología,2024,3,March,Q1,Scrum Master,30,9,2,1,3.33,42,Referidos
CNT02278,E10,Axsis Tecnología,2024,3,March,Q1,Project Manager,11,3,1,0,0.0,59,OCC Mundial
CNT02279,E10,Axsis Tecnología,2024,3,March,Q1,Cybersecurity Analyst,10,4,1,0,0.0,43,LinkedIn
CNT02280,E10,Axsis Tecnología,2024,4,April,Q2,Data Analyst,40,11,3,2,5.0,23,OCC Mundial
CNT02281,E10,Axsis Tecnología,2024,4,April,Q2,Software Developer,120,49,12,7,5.83,20,OCC Mundial
CNT02282,E10,Axsis Tecnología,2024,4,April,Q2,Backend Developer,84,23,8,5,5.95,31,OCC Mundial
CNT02283,E10,Axsis Tecnología,2024,4,April,Q2,Frontend Developer,38,11,3,2,5.26,21,LinkedIn
CNT02284,E10,Axsis Tecnología,2024,4,April,Q2,Full Stack Developer,18,7,1,0,0.0,38,Referidos
CNT02285,E10,Axsis Tecnología,2024,4,April,Q2,DevOps Engineer,48,19,4,3,6.25,55,Csoftmty Jobs
CNT02286,E10,Axsis Tecnología,2024,4,April,Q2,Cloud Architect,10,2,1,0,0.0,46,Universidad UANL/ITESM
CNT02287,E10,Axsis Tecnología,2024,4,April,Q2,Scrum Master,16,7,2,1,6.25,62,OCC Mundial
CNT02288,E10,Axsis Tecnología,2024,4,April,Q2,Project Manager,5,1,1,0,0.0,57,Referidos
CNT02289,E10,Axsis Tecnología,2024,4,April,Q2,Cybersecurity Analyst,5,1,1,0,0.0,39,OCC Mundial
CNT02290,E10,Axsis Tecnología,2024,5,May,Q2,Data Analyst,60,20,7,4,6.67,56,LinkedIn
CNT02291,E10,Axsis Tecnología,2024,5,May,Q2,Software Developer,63,21,4,2,3.17,24,LinkedIn
CNT02292,E10,Axsis Tecnología,2024,5,May,Q2,Backend Developer,48,15,5,3,6.25,52,LinkedIn
CNT02293,E10,Axsis Tecnología,2024,5,May,Q2,Frontend Developer,34,12,3,2,5.88,46,Glassdoor
CNT02294,E10,Axsis Tecnología,2024,5,May,Q2,Full Stack Developer,57,14,2,1,1.75,43,Referidos
CNT02295,E10,Axsis Tecnología,2024,5,May,Q2,DevOps Engineer,5,1,1,0,0.0,64,OCC Mundial
CNT02296,E10,Axsis Tecnología,2024,5,May,Q2,Scrum Master,9,2,1,0,0.0,46,Referidos
CNT02297,E10,Axsis Tecnología,2024,5,May,Q2,Cybersecurity Analyst,10,2,1,0,0.0,33,LinkedIn
CNT02298,E10,Axsis Tecnología,2024,6,June,Q2,Data Analyst,8,2,1,0,0.0,30,Glassdoor
CNT02299,E10,Axsis Tecnología,2024,6,June,Q2,Software Developer,26,10,3,2,7.69,19,OCC Mundial
CNT02300,E10,Axsis Tecnología,2024,6,June,Q2,Backend Developer,9,3,1,0,0.0,59,Referidos
