encuesta_id,empleado_id,empresa_id,empresa,rol,nivel,anio,satisfaccion_general,satisfaccion_salario,satisfaccion_ambiente,satisfaccion_crecimiento,satisfaccion_liderazgo,intencion_salida,razon_posible_salida
ENC000592,EMP04852,E05,Globant Monterrey,Software Developer,Senior,2024,4.6,4.0,4.4,4.4,4.6,Sí,Crecimiento profesional
ENC000593,EMP06190,E07,Hexaware Technologies,Data Analyst,Senior,2024,4.8,4.7,4.9,4.8,5.0,No,Cambio de ciudad
ENC000594,EMP01663,E01,Accenture Monterrey,Data Analyst,Mid,2023,4.1,3.6,4.4,3.7,3.6,Sí,Mejor salario
ENC000595,EMP01663,E01,Accenture Monterrey,Data Analyst,Mid,2024,4.4,4.7,4.7,4.6,4.2,Sí,Startup propia
ENC000596,EMP03722,E03,Neoris,Scrum Master,Mid,2023,3.8,3.6,4.0,4.4,3.8,Tal vez,Mejor salario
ENC000597,EMP03722,E03,Neoris,Scrum Master,Mid,2024,4.6,4.4,4.6,4.8,4.5,Tal vez,Cambio de ciudad
ENC000598,EMP05563,E06,BairesDev,Backend Developer,Senior,2024,4.5,4.4,4.6,4.6,4.5,Tal vez,Crecimiento profesional
ENC000599,EMP07468,E10,Axsis Tecnología,Full Stack Developer,Mid,2023,4.1,4.0,4.5,3.7,4.0,Tal vez,Cambio de ciudad
ENC000600,EMP07468,E10,Axsis Tecnología,Full Stack Developer,Mid,2024,3.4,3.0,3.3,3.2,3.2,No,Mejor salario
ENC000601,EMP02517,E02,Tata Consultancy Services,Cloud Architect,Mid,2023,4.2,4.0,4.5,4.8,4.8,No,Trabajo remoto
ENC000602,EMP01913,E02,Tata Consultancy Services,DevOps Engineer,Senior,2023,4.7,5.0,4.6,4.8,4.5,Tal vez,N/A
ENC000603,EMP01913,E02,Tata Consultancy Services,DevOps Engineer,Senior,2024,4.3,4.3,4.9,3.6,4.5,No,Trabajo remoto
ENC000604,EMP06446,E07,Hexaware Technologies,Frontend Developer,Senior,2023,4.7,4.8,4.9,4.6,4.3,No,Cambio de ciudad
ENC000605,EMP06446,E07,Hexaware Technologies,Frontend Developer,Senior,2024,4.6,3.9,4.2,4.1,5.0,No,Mejor salario
ENC000606,EMP03483,E03,Neoris,Cloud Architect,Senior,2024,3.6,3.7,3.7,4.0,3.5,No,Mejor salario
ENC000607,EMP07502,E11,Skye Group,Software Developer,Mid,2023,3.8,3.4,3.5,3.7,3.6,No,Mejor salario
ENC000608,EMP07502,E11,Skye Group,Software Developer,Mid,2024,4.1,4.0,4.1,4.0,4.3,Tal vez,Mejor salario
ENC000609,EMP01508,E01,Accenture Monterrey,Data Analyst,Mid,2023,4.2,4.2,4.3,3.9,3.6,No,Crecimiento profesional
ENC000610,EMP03045,E03,Neoris,Full Stack Developer,Junior,2023,3.8,4.3,3.8,4.1,3.5,No,N/A
ENC000611,EMP03045,E03,Neoris,Full Stack Developer,Junior,2024,3.7,3.5,3.9,3.5,3.8,No,Mejor salario
ENC000612,EMP06776,E08,AZKA IT Consulting,Full Stack Developer,Senior,2023,5.0,4.7,5.0,5.0,5.0,No,Crecimiento profesional
ENC000613,EMP06776,E08,AZKA IT Consulting,Full Stack Developer,Senior,2024,3.9,4.0,3.8,3.9,3.7,Tal vez,Crecimiento profesional
ENC000614,EMP06362,E07,Hexaware Technologies,Cybersecurity Analyst,Senior,2023,5.0,5.0,5.0,5.0,5.0,Sí,Crecimiento profesional
ENC000615,EMP06362,E07,Hexaware Technologies,Cybersecurity Analyst,Senior,2024,4.6,4.2,4.6,5.0,4.7,Tal vez,Mejor salario
ENC000616,EMP02524,E02,Tata Consultancy Services,Software Developer,Mid,2023,4.6,4.6,4.3,4.0,4.8,No,Startup propia
ENC000617,EMP02524,E02,Tata Consultancy Services,Software Developer,Mid,2024,3.8,3.4,4.0,3.6,3.9,Sí,Mejor salario
ENC000618,EMP07879,E12,TI Monterrey,Cloud Architect,Senior,2023,3.9,3.6,3.9,4.1,4.3,Tal vez,N/A
ENC000619,EMP07879,E12,TI Monterrey,Cloud Architect,Senior,2024,4.2,4.0,4.2,4.7,4.2,No,Startup propia
ENC000620,EMP00764,E01,Accenture Monterrey,Cybersecurity Analyst,Mid,2023,4.0,3.6,3.9,4.1,4.2,No,Mejor salario
ENC000621,EMP05895,E06,BairesDev,Software Developer,Mid,2023,4.0,3.9,4.3,4.3,4.2,No,Crecimiento profesional
ENC000622,EMP00234,E01,Accenture Monterrey,Scrum Master,Mid,2023,4.2,4.2,4.3,3.4,4.4,Sí,Trabajo remoto
ENC000623,EMP00354,E01,Accenture Monterrey,DevOps Engineer,Mid,2023,4.9,5.0,5.0,4.7,4.7,No,Mejor salario
ENC000624,EMP00354,E01,Accenture Monterrey,DevOps Engineer,Mid,2024,3.7,3.6,3.9,3.9,4.3,No,Trabajo remoto
ENC000625,EMP01421,E01,Accenture Monterrey,Backend Developer,Senior,2023,3.6,3.4,3.6,3.4,3.5,Tal vez,Crecimiento profesional
ENC000626,EMP01421,E01,Accenture Monterrey,Backend Developer,Senior,2024,5.0,5.0,5.0,5.0,5.0,No,Crecimiento profesional
ENC000627,EMP02400,E02,Tata Consultancy Services,Scrum Master,Mid,2023,3.5,3.2,3.7,3.4,4.0,No,Trabajo remoto
ENC000628,EMP01466,E01,Accenture Monterrey,Cloud Architect,Mid,2023,4.6,4.5,4.7,4.6,4.9,No,Mejor salario
ENC000629,EMP01466,E01,Accenture Monterrey,Cloud Architect,Mid,2024,3.9,3.5,3.7,4.0,3.7,Tal vez,Crecimiento profesional
ENC000630,EMP01567,E01,Accenture Monterrey,Frontend Developer,Mid,2023,3.8,3.8,3.8,3.5,3.5,Tal vez,Crecimiento profesional
ENC000631,EMP01567,E01,Accenture Monterrey,Frontend Developer,Mid,2024,3.8,3.6,4.0,4.4,3.9,Tal vez,Crecimiento profesional
ENC000632,EMP00170,E01,Accenture Monterrey,Backend Developer,Mid,2023,4.3,4.0,4.2,4.4,4.2,No,Trabajo remoto
ENC000633,EMP00170,E01,Accenture Monterrey,Backend Developer,Mid,2024,3.7,3.6,3.6,3.4,3.7,No,Trabajo remoto
ENC000634,EMP07038,E09,Deintec,Data Analyst,Junior,2023,3.9,3.4,3.8,3.4,3.7,Sí,Startup propia
ENC000635,EMP07038,E09,Deintec,Data Analyst,Junior,2024,4.7,4.5,5.0,4.9,4.4,No,Cambio de ciudad
ENC000636,EMP07319,E10,Axsis Tecnología,Data Analyst,Senior,2023,4.1,4.0,3.9,4.7,3.9,Sí,Crecimiento profesional
ENC000637,EMP01898,E02,Tata Consultancy Services,Scrum Master,Mid,2023,3.2,2.8,3.4,2.8,3.4,No,Mejor salario
ENC000638,EMP00958,E01,Accenture Monterrey,Software Developer,Mid,2023,3.6,3.4,3.6,3.4,3.4,No,Crecimiento profesional
ENC000639,EMP00958,E01,Accenture Monterrey,Software Developer,Mid,2024,4.1,4.4,4.1,3.8,4.1,No,N/A
ENC000640,EMP01503,E01,Accenture Monterrey,Full Stack Developer,Junior,2023,3.1,2.8,3.0,2.0,3.0,Tal vez,Mejor salario
ENC000641,EMP01503,E01,Accenture Monterrey,Full Stack Developer,Junior,2024,3.3,3.0,3.5,3.3,3.1,No,Mejor salario
ENC000642,EMP04881,E05,Globant Monterrey,Backend Developer,Senior,2023,4.7,4.7,4.4,4.5,4.7,No,Crecimiento profesional
ENC000643,EMP04881,E05,Globant Monterrey,Backend Developer,Senior,2024,5.0,5.0,5.0,4.4,5.0,Tal vez,Crecimiento profesional
ENC000644,EMP03470,E03,Neoris,Scrum Master,Mid,2023,4.3,4.2,4.5,4.1,4.3,Tal vez,Mejor salario
ENC000645,EMP03470,E03,Neoris,Scrum Master,Mid,2024,3.4,3.2,3.3,4.0,3.3,Tal vez,Mejor salario
ENC000646,EMP01075,E01,Accenture Monterrey,DevOps Engineer,Senior,2023,4.2,4.2,4.4,4.2,4.6,No,Startup propia
ENC000647,EMP01075,E01,Accenture Monterrey,DevOps Engineer,Senior,2024,3.5,3.1,3.9,3.0,3.6,Sí,Cambio de ciudad
ENC000648,EMP00488,E01,Accenture Monterrey,Backend Developer,Junior,2023,3.5,3.5,3.5,3.8,3.4,Tal vez,Mejor salario
ENC000649,EMP00488,E01,Accenture Monterrey,Backend Developer,Junior,2024,4.3,4.5,4.3,4.2,4.0,No,Mejor salario
ENC000650,EMP03015,E02,Tata Consultancy Services,Project Manager,Senior,2023,4.2,4.3,4.6,4.1,4.0,Tal vez,Mejor salario
ENC000651,EMP03015,E02,Tata Consultancy Services,Project Manager,Senior,2024,4.6,4.1,4.6,4.5,4.5,No,N/A
ENC000652,EMP04419,E04,Infosys Monterrey,Software Developer,Mid,2023,4.3,4.5,4.2,3.9,3.8,Sí,Mejor salario
ENC000653,EMP04419,E04,Infosys Monterrey,Software Developer,Mid,2024,3.7,3.4,3.8,3.5,3.4,No,N/A
ENC000654,EMP02003,E02,Tata Consultancy Services,Frontend Developer,Junior,2023,4.8,4.4,4.9,4.9,4.2,No,Mejor salario
ENC000655,EMP02003,E02,Tata Consultancy Services,Frontend Developer,Junior,2024,3.6,3.5,3.5,3.7,3.4,No,Crecimiento profesional
ENC000656,EMP07636,E11,Skye Group,Backend Developer,Mid,2023,3.6,3.8,3.6,3.6,3.4,Sí,Startup propia
ENC000657,EMP07636,E11,Skye Group,Backend Developer,Mid,2024,3.4,3.7,3.1,2.8,3.8,Tal vez,Trabajo remoto
ENC000658,EMP07027,E09,Deintec,Software Developer,Mid,2023,4.6,4.3,4.8,4.6,5.0,Sí,Crecimiento profesional
ENC000659,EMP07027,E09,Deintec,Software Developer,Mid,2024,3.9,3.3,4.0,4.0,4.1,No,Startup propia
ENC000660,EMP07354,E10,Axsis Tecnología,DevOps Engineer,Mid,2023,4.6,4.4,4.7,4.3,4.4,Tal vez,Mejor salario
ENC000661,EMP07354,E10,Axsis Tecnología,DevOps Engineer,Mid,2024,4.9,4.9,5.0,4.2,4.9,Tal vez,Trabajo remoto
ENC000662,EMP01783,E02,Tata Consultancy Services,DevOps Engineer,Senior,2024,5.0,4.5,5.0,4.4,5.0,No,Mejor salario
ENC000663,EMP04604,E04,Infosys Monterrey,Backend Developer,Mid,2023,4.7,4.6,4.7,4.3,4.8,No,Crecimiento profesional
ENC000664,EMP04604,E04,Infosys Monterrey,Backend Developer,Mid,2024,4.2,4.2,4.3,4.5,4.1,Sí,Trabajo remoto
ENC000665,EMP02345,E02,Tata Consultancy Services,Backend Developer,Senior,2023,4.9,3.9,5.0,5.0,5.0,No,Mejor salario
ENC000666,EMP02345,E02,Tata Consultancy Services,Backend Developer,Senior,2024,4.5,4.4,4.8,4.7,4.2,No,Crecimiento profesional
ENC000667,EMP02880,E02,Tata Consultancy Services,Software Developer,Junior,2024,2.9,3.0,3.1,2.5,2.6,No,Mejor salario
ENC000668,EMP06116,E07,Hexaware Technologies,Software Developer,Mid,2023,3.5,3.8,3.6,3.5,3.8,Sí,Crecimiento profesional
ENC000669,EMP06116,E07,Hexaware Technologies,Software Developer,Mid,2024,3.7,3.5,3.6,3.6,3.6,Tal vez,Mejor salario
ENC000670,EMP06107,E07,Hexaware Technologies,Software Developer,Mid,2024,3.3,3.1,3.5,3.2,3.1,No,Crecimiento profesional
ENC000671,EMP04630,E04,Infosys Monterrey,Software Developer,Mid,2023,3.9,3.5,4.0,3.8,3.9,Tal vez,Crecimiento profesional
ENC000672,EMP06788,E08,AZKA IT Consulting,Cybersecurity Analyst,Mid,2023,3.7,3.5,4.1,3.4,3.5,Sí,Crecimiento profesional
ENC000673,EMP03306,E03,Neoris,Software Developer,Senior,2023,4.1,4.2,4.5,3.7,4.3,Sí,Mejor salario
ENC000674,EMP03306,E03,Neoris,Software Developer,Senior,2024,4.7,4.7,4.4,4.8,4.4,Sí,Startup propia
ENC000675,EMP00587,E01,Accenture Monterrey,Software Developer,Senior,2024,5.0,4.5,4.9,4.7,5.0,No,Crecimiento profesional
ENC000676,EMP02893,E02,Tata Consultancy Services,DevOps Engineer,Senior,2023,4.3,4.3,4.1,3.6,4.2,Tal vez,Mejor salario
ENC000677,EMP02893,E02,Tata Consultancy Services,DevOps Engineer,Senior,2024,3.9,3.4,4.3,3.8,4.0,No,Crecimiento profesional
ENC000678,EMP06721,E08,AZKA IT Consulting,Frontend Developer,Senior,2023,4.2,4.0,4.4,4.2,3.9,Tal vez,Crecimiento profesional
ENC000679,EMP06721,E08,AZKA IT Consulting,Frontend Developer,Senior,2024,5.0,5.0,5.0,5.0,5.0,No,Trabajo remoto
ENC000680,EMP05481,E05,Globant Monterrey,Data Analyst,Senior,2024,4.9,4.8,4.6,5.0,5.0,Tal vez,Crecimiento profesional
ENC000681,EMP07897,E12,TI Monterrey,Software Developer,Senior,2023,4.5,4.4,4.3,3.9,4.7,No,Mejor salario
ENC000682,EMP06422,E07,Hexaware Technologies,Software Developer,Mid,2023,4.5,4.7,4.5,4.3,4.8,No,Trabajo remoto
ENC000683,EMP07464,E10,Axsis Tecnología,Full Stack Developer,Junior,2023,3.9,3.8,3.8,3.6,4.1,Tal vez,Startup propia
ENC000684,EMP06568,E08,AZKA IT Consulting,Data Analyst,Senior,2023,4.0,3.8,4.2,4.5,4.1,No,Trabajo remoto
ENC000685,EMP06679,E08,AZKA IT Consulting,Full Stack Developer,Junior,2023,4.2,4.4,4.6,4.2,3.7,No,Mejor salario
ENC000686,EMP06679,E08,AZKA IT Consulting,Full Stack Developer,Junior,2024,4.1,4.0,4.3,4.1,4.1,Tal vez,Mejor salario
ENC000687,EMP04898,E05,Globant Monterrey,Backend Developer,Mid,2023,3.3,2.5,3.4,2.9,3.4,No,Trabajo remoto
ENC000688,EMP05186,E05,Globant Monterrey,DevOps Engineer,Mid,2023,4.0,4.0,4.3,4.5,4.4,No,Trabajo remoto
ENC000689,EMP05186,E05,Globant Monterrey,DevOps Engineer,Mid,2024,3.5,2.8,3.8,3.3,3.4,No,Trabajo remoto
ENC000690,EMP03247,E03,Neoris,Backend Developer,Mid,2024,4.3,4.4,4.3,4.6,4.6,Tal vez,Trabajo remoto
ENC000691,EMP04944,E05,Globant Monterrey,Frontend Developer,Mid,2023,4.2,4.1,4.4,3.8,4.0,Sí,N/A
ENC000692,EMP04944,E05,Globant Monterrey,Frontend Developer,Mid,2024,4.5,4.7,4.7,3.8,4.3,No,Trabajo remoto
ENC000693,EMP03107,E03,Neoris,Software Developer,Mid,2023,3.1,3.2,3.3,2.4,3.1,No,Startup propia
ENC000694,EMP03107,E03,Neoris,Software Developer,Mid,2024,4.4,4.3,4.7,4.2,4.5,No,Cambio de ciudad
ENC000695,EMP02665,E02,Tata Consultancy Services,Frontend Developer,Mid,2023,3.4,3.3,3.9,3.1,3.7,Tal vez,Mejor salario
ENC000696,EMP02373,E02,Tata Consultancy Services,Cybersecurity Analyst,Mid,2023,4.5,3.9,4.8,4.0,4.4,No,Mejor salario
ENC000697,EMP00859,E01,Accenture Monterrey,Backend Developer,Mid,2023,3.4,2.9,3.1,3.3,3.8,No,Mejor salario
ENC000698,EMP00859,E01,Accenture Monterrey,Backend Developer,Mid,2024,3.6,4.0,3.6,3.7,3.7,Sí,Trabajo remoto
ENC000699,EMP06825,E08,AZKA IT Consulting,Backend Developer,Senior,2023,3.9,4.3,3.7,3.9,3.7,No,Mejor salario
ENC000700,EMP06825,E08,AZKA IT Consulting,Backend Developer,Senior,2024,4.2,4.0,4.4,4.6,3.7,Tal vez,Startup propia
ENC000701,EMP02463,E02,Tata Consultancy Services,Full Stack Developer,Junior,2023,4.8,4.4,4.8,4.7,4.8,No,Trabajo remoto
ENC000702,EMP02463,E02,Tata Consultancy Services,Full Stack Developer,Junior,2024,3.5,3.5,3.7,3.6,3.6,Tal vez,Crecimiento profesional
ENC000703,EMP03376,E03,Neoris,Software Developer,Junior,2024,3.2,3.2,3.1,3.3,3.0,Sí,Trabajo remoto
ENC000704,EMP01431,E01,Accenture Monterrey,Frontend Developer,Senior,2023,5.0,4.4,5.0,4.2,4.8,No,N/A
ENC000705,EMP01431,E01,Accenture Monterrey,Frontend Developer,Senior,2024,4.1,3.6,4.0,3.9,3.7,No,Crecimiento profesional
ENC000706,EMP01657,E01,Accenture Monterrey,Frontend Developer,Junior,2023,3.7,3.8,3.8,3.5,3.1,No,Mejor salario
ENC000707,EMP01657,E01,Accenture Monterrey,Frontend Developer,Junior,2024,3.7,3.3,4.0,3.6,3.4,No,Trabajo remoto
ENC000708,EMP03709,E03,Neoris,Backend Developer,Mid,2023,4.3,4.0,4.5,4.1,4.1,Tal vez,Cambio de ciudad
ENC000709,EMP03709,E03,Neoris,Backend Developer,Mid,2024,4.0,4.1,4.1,4.0,3.9,Tal vez,Crecimiento profesional
ENC000710,EMP05724,E06,BairesDev,Data Analyst,Mid,2024,4.0,3.6,3.7,3.5,4.2,No,N/A
ENC000711,EMP05304,E05,Globant Monterrey,Software Developer,Mid,2023,3.6,3.5,3.5,4.1,4.0,No,Mejor salario
ENC000712,EMP05304,E05,Globant Monterrey,Software Developer,Mid,2024,4.4,4.3,4.4,4.3,4.2,No,Crecimiento profesional
ENC000713,EMP03004,E02,Tata Consultancy Services,Frontend Developer,Mid,2024,4.4,3.8,4.5,4.2,4.9,Sí,Crecimiento profesional
ENC000714,EMP07481,E10,Axsis Tecnología,Software Developer,Mid,2023,4.0,3.9,4.2,3.7,4.0,No,Trabajo remoto
ENC000715,EMP01323,E01,Accenture Monterrey,Project Manager,Mid,2023,4.3,3.8,4.3,4.1,4.5,Tal vez,Cambio de ciudad
ENC000716,EMP01323,E01,Accenture Monterrey,Project Manager,Mid,2024,3.5,3.1,3.3,3.6,2.9,No,Mejor salario
ENC000717,EMP03613,E03,Neoris,Backend Developer,Mid,2023,4.5,4.4,4.7,4.7,4.3,No,Trabajo remoto
ENC000718,EMP06742,E08,AZKA IT Consulting,Backend Developer,Mid,2023,3.9,3.7,4.2,4.0,3.9,No,Crecimiento profesional
ENC000719,EMP06742,E08,AZKA IT Consulting,Backend Developer,Mid,2024,4.6,4.2,4.7,3.7,4.5,No,Crecimiento profesional
ENC000720,EMP00738,E01,Accenture Monterrey,Scrum Master,Senior,2023,4.7,4.6,4.8,4.8,5.0,No,Trabajo remoto
ENC000721,EMP00738,E01,Accenture Monterrey,Scrum Master,Senior,2024,4.0,3.2,3.9,3.3,4.3,No,N/A
ENC000722,EMP02771,E02,Tata Consultancy Services,Software Developer,Junior,2023,4.3,4.5,4.2,5.0,4.4,Sí,Cambio de ciudad
ENC000723,EMP02771,E02,Tata Consultancy Services,Software Developer,Junior,2024,4.6,4.3,4.8,4.3,4.9,No,Mejor salario
ENC000724,EMP00333,E01,Accenture Monterrey,Data Analyst,Junior,2024,3.3,3.3,3.4,3.2,3.0,No,Cambio de ciudad
ENC000725,EMP05744,E06,BairesDev,DevOps Engineer,Senior,2023,4.0,4.1,4.0,4.0,4.2,No,N/A
ENC000726,EMP06062,E07,Hexaware Technologies,Backend Developer,Junior,2023,4.0,3.1,4.0,4.0,4.2,No,Mejor salario
ENC000727,EMP06062,E07,Hexaware Technologies,Backend Developer,Junior,2024,3.7,3.1,3.5,4.0,4.1,No,Mejor salario
ENC000728,EMP06240,E07,Hexaware Technologies,Full Stack Developer,Senior,2023,4.9,4.6,4.9,4.6,5.0,No,Crecimiento profesional
ENC000729,EMP06240,E07,Hexaware Technologies,Full Stack Developer,Senior,2024,4.8,4.6,4.5,4.3,5.0,No,Cambio de ciudad
ENC000730,EMP01917,E02,Tata Consultancy Services,Software Developer,Senior,2023,4.8,4.4,4.6,4.8,4.8,No,Mejor salario
ENC000731,EMP01917,E02,Tata Consultancy Services,Software Developer,Senior,2024,5.0,4.4,5.0,4.9,4.8,No,Crecimiento profesional
ENC000732,EMP07528,E11,Skye Group,DevOps Engineer,Senior,2023,4.5,4.8,4.2,3.9,4.5,No,Trabajo remoto
ENC000733,EMP07528,E11,Skye Group,DevOps Engineer,Senior,2024,4.1,4.0,4.3,4.2,4.1,No,Crecimiento profesional
ENC000734,EMP05707,E06,BairesDev,Data Analyst,Junior,2023,4.2,4.2,4.1,3.8,4.0,Sí,Crecimiento profesional
ENC000735,EMP05707,E06,BairesDev,Data Analyst,Junior,2024,3.8,4.1,3.8,3.4,4.0,No,Crecimiento profesional
ENC000736,EMP03807,E03,Neoris,Full Stack Developer,Mid,2023,3.6,3.5,3.8,3.6,3.6,No,Cambio de ciudad
ENC000737,EMP07339,E10,Axsis Tecnología,Project Manager,Mid,2023,3.8,3.7,3.9,2.7,3.8,Sí,Trabajo remoto
ENC000738,EMP06426,E07,Hexaware Technologies,Data Analyst,Junior,2023,4.0,3.8,4.4,3.9,3.8,No,Mejor salario
ENC000739,EMP06426,E07,Hexaware Technologies,Data Analyst,Junior,2024,3.2,2.5,3.1,3.1,3.1,Tal vez,Mejor salario
ENC000740,EMP03858,E03,Neoris,Backend Developer,Senior,2023,5.0,4.9,5.0,5.0,5.0,Tal vez,Cambio de ciudad
ENC000741,EMP03858,E03,Neoris,Backend Developer,Senior,2024,5.0,4.8,5.0,4.7,4.9,No,Trabajo remoto
ENC000742,EMP06076,E07,Hexaware Technologies,Data Analyst,Senior,2023,4.8,4.7,4.9,5.0,4.6,No,Crecimiento profesional
ENC000743,EMP06033,E07,Hexaware Technologies,Software Developer,Mid,2023,3.4,3.1,3.4,3.1,3.1,Sí,Crecimiento profesional
ENC000744,EMP06033,E07,Hexaware Technologies,Software Developer,Mid,2024,4.7,4.2,4.7,4.6,4.6,No,Trabajo remoto
ENC000745,EMP04241,E04,Infosys Monterrey,Frontend Developer,Mid,2023,3.9,3.8,3.9,3.8,3.8,No,Cambio de ciudad
ENC000746,EMP01607,E01,Accenture Monterrey,Software Developer,Mid,2023,4.6,4.4,4.7,4.3,4.8,Tal vez,N/A
ENC000747,EMP01607,E01,Accenture Monterrey,Software Developer,Mid,2024,3.6,3.7,3.5,3.4,3.7,No,Trabajo remoto
ENC000748,EMP05699,E06,BairesDev,Scrum Master,Mid,2024,4.2,4.6,4.4,3.7,4.7,Tal vez,Mejor salario
ENC000749,EMP07382,E10,Axsis Tecnología,Backend Developer,Junior,2023,4.2,3.7,4.3,4.0,3.9,Tal vez,Crecimiento profesional
ENC000750,EMP07382,E10,Axsis Tecnología,Backend Developer,Junior,2024,4.2,3.8,4.3,4.5,4.3,No,Trabajo remoto
ENC000751,EMP05526,E05,Globant Monterrey,Software Developer,Mid,2023,3.7,3.7,3.5,3.7,3.9,No,Mejor salario
ENC000752,EMP05526,E05,Globant Monterrey,Software Developer,Mid,2024,5.0,4.6,4.8,4.8,4.8,Sí,Crecimiento profesional
ENC000753,EMP07449,E10,Axsis Tecnología,Full Stack Developer,Mid,2023,4.6,4.3,4.8,4.3,4.9,Tal vez,Crecimiento profesional
ENC000754,EMP07449,E10,Axsis Tecnología,Full Stack Developer,Mid,2024,4.2,4.1,4.0,3.9,3.8,No,Mejor salario
ENC000755,EMP04302,E04,Infosys Monterrey,DevOps Engineer,Mid,2023,3.2,3.6,3.3,2.8,3.0,No,Mejor salario
ENC000756,EMP04355,E04,Infosys Monterrey,Backend Developer,Senior,2023,4.2,4.1,4.4,4.3,4.4,Sí,Trabajo remoto
ENC000757,EMP04355,E04,Infosys Monterrey,Backend Developer,Senior,2024,5.0,4.7,4.7,4.8,5.0,No,Trabajo remoto
ENC000758,EMP00409,E01,Accenture Monterrey,Cybersecurity Analyst,Senior,2024,4.0,3.2,3.8,3.4,4.0,Tal vez,Trabajo remoto
ENC000759,EMP02158,E02,Tata Consultancy Services,Backend Developer,Junior,2024,3.9,3.5,4.0,3.4,3.7,No,Mejor salario
ENC000760,EMP03505,E03,Neoris,Software Developer,Junior,2023,4.2,4.0,4.1,4.2,4.0,No,Cambio de ciudad
ENC000761,EMP03505,E03,Neoris,Software Developer,Junior,2024,4.1,3.3,4.2,4.0,4.2,Tal vez,Crecimiento profesional
ENC000762,EMP03980,E03,Neoris,Full Stack Developer,Mid,2023,4.9,4.5,5.0,4.8,5.0,No,Crecimiento profesional
ENC000763,EMP03980,E03,Neoris,Full Stack Developer,Mid,2024,4.1,4.4,4.3,4.0,4.2,Tal vez,Crecimiento profesional
ENC000764,EMP05574,E06,BairesDev,Data Analyst,Senior,2023,4.0,4.0,4.2,3.5,4.1,Sí,Mejor salario
ENC000765,EMP05574,E06,BairesDev,Data Analyst,Senior,2024,4.5,4.5,4.3,4.0,4.7,Sí,Crecimiento profesional
ENC000766,EMP02684,E02,Tata Consultancy Services,Cybersecurity Analyst,Junior,2023,3.6,3.5,3.8,3.9,3.5,Tal vez,Mejor salario
ENC000767,EMP02684,E02,Tata Consultancy Services,Cybersecurity Analyst,Junior,2024,3.0,3.3,3.0,3.2,3.2,No,Trabajo remoto
ENC000768,EMP02887,E02,Tata Consultancy Services,Software Developer,Junior,2023,4.1,3.8,4.0,3.1,4.4,Tal vez,N/A
ENC000769,EMP02887,E02,Tata Consultancy Services,Software Developer,Junior,2024,3.6,3.6,3.2,3.7,3.3,No,Trabajo remoto
ENC000770,EMP01314,E01,Accenture Monterrey,Software Developer,Junior,2024,4.4,4.0,4.6,4.4,4.4,No,Trabajo remoto
ENC000771,EMP07526,E11,Skye Group,Backend Developer,Mid,2023,3.9,4.2,4.0,3.8,3.8,No,Crecimiento profesional
ENC000772,EMP07526,E11,Skye Group,Backend Developer,Mid,2024,3.5,3.0,3.5,3.7,3.3,Tal vez,N/A
ENC000773,EMP00997,E01,Accenture Monterrey,Frontend Developer,Mid,2023,4.0,3.6,3.9,4.5,4.2,Tal vez,Crecimiento profesional
ENC000774,EMP00997,E01,Accenture Monterrey,Frontend Developer,Mid,2024,3.7,3.6,3.7,3.4,3.4,No,N/A
ENC000775,EMP00795,E01,Accenture Monterrey,Scrum Master,Mid,2023,4.8,4.4,4.7,5.0,4.4,No,Crecimiento profesional
ENC000776,EMP00795,E01,Accenture Monterrey,Scrum Master,Mid,2024,4.0,3.9,4.1,4.0,4.0,Tal vez,Crecimiento profesional
ENC000777,EMP02822,E02,Tata Consultancy Services,Data Analyst,Mid,2023,4.7,4.1,4.7,5.0,5.0,No,N/A
ENC000778,EMP02822,E02,Tata Consultancy Services,Data Analyst,Mid,2024,4.7,4.5,4.9,4.2,4.7,No,Mejor salario
ENC000779,EMP02810,E02,Tata Consultancy Services,Software Developer,Mid,2023,3.7,3.3,4.0,4.0,3.9,Sí,Trabajo remoto
ENC000780,EMP02810,E02,Tata Consultancy Services,Software Developer,Mid,2024,3.1,2.9,3.2,2.5,2.8,Tal vez,Trabajo remoto
ENC000781,EMP04373,E04,Infosys Monterrey,Full Stack Developer,Mid,2024,4.5,4.9,4.4,4.3,4.6,Tal vez,Mejor salario
ENC000782,EMP06301,E07,Hexaware Technologies,Software Developer,Junior,2023,3.7,3.6,3.8,3.3,3.5,Sí,Trabajo remoto
ENC000783,EMP04478,E04,Infosys Monterrey,Frontend Developer,Junior,2024,4.6,4.1,4.6,4.3,4.5,No,Mejor salario
ENC000784,EMP06188,E07,Hexaware Technologies,Software Developer,Junior,2024,3.6,3.0,3.6,3.4,3.2,No,Trabajo remoto
ENC000785,EMP01047,E01,Accenture Monterrey,Software Developer,Junior,2023,4.0,4.0,3.8,4.3,4.1,No,N/A
ENC000786,EMP01047,E01,Accenture Monterrey,Software Developer,Junior,2024,4.0,3.6,3.8,4.1,4.2,No,Mejor salario
ENC000787,EMP02376,E02,Tata Consultancy Services,Data Analyst,Mid,2024,3.5,4.0,3.3,3.2,3.6,No,Mejor salario
ENC000788,EMP02261,E02,Tata Consultancy Services,Project Manager,Senior,2023,4.7,4.7,4.8,4.3,4.4,No,Mejor salario
ENC000789,EMP07843,E12,TI Monterrey,Backend Developer,Senior,2023,3.7,3.5,3.7,3.8,3.9,No,Crecimiento profesional
